direction,entry_time,exit_time,entry_price,exit_price,prob,pnl,pnl_pct,capital
long,2026-03-25 03:15:00+00:00,2026-03-25 03:45:00+00:00,1.71718,1.82041,0.54,581.16,5.8116,10581.16
long,2026-03-25 03:30:00+00:00,2026-03-25 04:00:00+00:00,1.73704,1.7156,0.5427,-151.7638,-1.4343,10429.4
long,2026-03-25 03:45:00+00:00,2026-03-25 04:15:00+00:00,1.72746,1.77337,0.537,256.319,2.4577,10685.72
long,2026-03-25 04:00:00+00:00,2026-03-25 04:30:00+00:00,1.82041,1.77811,0.5775,-269.6703,-2.5237,10416.04
long,2026-03-25 04:15:00+00:00,2026-03-25 04:45:00+00:00,1.7156,1.79503,0.5992,461.4169,4.4299,10877.46
long,2026-03-25 04:30:00+00:00,2026-03-25 05:00:00+00:00,1.77337,1.8397,0.6245,385.0987,3.5403,11262.56
long,2026-03-25 04:45:00+00:00,2026-03-25 05:15:00+00:00,1.77811,1.89775,0.6111,735.2754,6.5285,11997.84
long,2026-03-25 05:00:00+00:00,2026-03-25 05:30:00+00:00,1.79503,1.82662,0.57,187.1493,1.5599,12184.99
long,2026-03-25 05:15:00+00:00,2026-03-25 05:45:00+00:00,1.8397,1.90904,0.5936,434.8934,3.5691,12619.88
long,2026-03-25 05:30:00+00:00,2026-03-25 06:00:00+00:00,1.89775,2.05,0.5696,987.21,7.8227,13607.09
long,2026-03-25 05:45:00+00:00,2026-03-25 06:15:00+00:00,1.82662,2.11898,0.5475,2150.6709,15.8055,15757.76
long,2026-03-25 06:00:00+00:00,2026-03-25 06:30:00+00:00,1.90904,2.09049,0.562,1466.2244,9.3048,17223.98
long,2026-03-25 06:30:00+00:00,2026-03-25 07:00:00+00:00,2.11898,2.27312,0.5218,1218.4685,7.0743,18442.45
long,2026-03-25 06:45:00+00:00,2026-03-25 07:15:00+00:00,2.09049,2.28321,0.5448,1663.3048,9.0189,20105.76
long,2026-03-25 07:00:00+00:00,2026-03-25 07:30:00+00:00,2.11533,2.27539,0.5649,1481.1244,7.3667,21586.88
long,2026-03-25 10:00:00+00:00,2026-03-25 10:30:00+00:00,2.11768,2.21761,0.5213,975.4774,4.5188,22562.36
long,2026-03-26 01:45:00+00:00,2026-03-26 02:15:00+00:00,2.18454,2.2731,0.5372,869.5404,3.8539,23431.9
long,2026-03-26 02:45:00+00:00,2026-03-26 03:15:00+00:00,2.239,1.89025,0.5407,-3696.6516,-15.7762,19735.25
long,2026-03-26 03:00:00+00:00,2026-03-26 03:30:00+00:00,2.18477,1.94184,0.5442,-2233.8817,-11.3192,17501.37
long,2026-03-28 11:00:00+00:00,2026-03-28 11:30:00+00:00,1.59356,1.61005,0.5564,146.0997,0.8348,17647.47
long,2026-03-28 11:30:00+00:00,2026-03-28 12:00:00+00:00,1.64468,1.75927,0.5584,1194.2592,6.7673,18841.73
